TRAB_RENDA_BRUTA,TRAB_AREA,TRAB_OCUPACAO,CAMPUS,CURSO,ANO_CONCLUSAO,Sheet,MODALIDADE,NOME_DATAFRAME
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Práticas Assertivas da Educação Profissional Integrada à Educação de Jovens e Adultos - com Ênfase em Didática,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Práticas Assertivas da Educação Profissional Integrada à Educação de Jovens e Adultos - com Ênfase em Didática,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Práticas Assertivas da Educação Profissional Integrada à Educação de Jovens e Adultos - com Ênfase em Didática,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Técnico em Eletrotécnica,2012,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Pau dos Ferros,Técnico em Alimentos,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Cidade Alta,Técnico em Guia de Turismo,2013,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Macau,Técnico em Química,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Práticas Assertivas da Educação Profissional Integrada à Educação de Jovens e Adultos - com Ênfase em Gestão,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Técnico em Petróleo e Gás,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,São Gonçalo do Amarante,Tecnologia em Redes de Computadores,2019,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Cidade Alta,Técnico em Guia de Turismo,2013,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Zona Leste (EaD),Especialização em Educação Profissional,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,São Gonçalo do Amarante,Tecnologia em Logística,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Zona Leste (EaD),Especialização em Ensino de Matemática para o Ensino Médio,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Técnico em Edificações,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Zona Norte,Licenciatura em Informática,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Tecnologia em Construção de Edifícios,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Técnico em Edificações,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Literatura e Ensino EaD,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Mossoró,Técnico em Eletrotécnica,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Técnico em Mecânica,2012,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Tecnologia em Análise e Desenvolvimento de Sistemas,2016,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Mossoró,Técnico em Informática,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Técnico em Controle Ambiental,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Técnico em Estradas,2016,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Zona Leste (EaD),Especialização em Literatura e Ensino EaD,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Central,Licenciatura em Geografia,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,João Câmara,Técnico em Informática,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Tecnologia em Análise e Desenvolvimento de Sistemas,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Santa Cruz,Técnico em Informática,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Técnico em Segurança do Trabalho,2011,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Práticas Assertivas da Educação Profissional Integrada à Educação de Jovens e Adultos - com Ênfase em Gestão,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Zona Leste (EaD),"Aperfeiçoamento para Professores dos Municípios do Rio Grande do Norte: Língua Portuguesa, Matemática e Cidadania",2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Pau dos Ferros,Técnico em Alimentos,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Apodi,Técnico em Biocombustíveis,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Parnamirim,Técnico em Mecatrônica,2016,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Ceará-Mirim,Técnico em Equipamentos Biomédicos,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Técnico em Geologia e Mineração,2012,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Zona Norte,Técnico em Comércio,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Zona Leste (EaD),Técnico em Guia de Turismo,2011,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Gestão Pública EaD,2019,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Gestão Pública EaD,2018,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Técnico em Edificações,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,São Gonçalo do Amarante,Técnico em Edificações,2019,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Pau dos Ferros,Técnico em Informática,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Natal - Central,Técnico em Edificações,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Técnico em Estradas,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Macau,Técnico em Química,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Zona Norte,Técnico em Eletrônica,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Natal - Central,Mestrado em Educação Profissional,2019,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Zona Norte,Técnico em Comércio,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Ipanguaçu,Técnico em Informática,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Santa Cruz,Técnico em Informática,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Mossoró,Técnico em Eletrotécnica,2018,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Pau dos Ferros,Técnico em Alimentos,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Currais Novos,Tecnologia em Sistemas para Internet,2016,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,João Câmara,Especialização em Educação do Campo - Saberes da Terra,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Parnamirim,Técnico em Mecatrônica,2018,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Cidade Alta,Tecnologia em Gestão Desportiva e de Lazer,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Técnico em Edificações,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Tecnologia em Redes de Computadores,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Zona Norte,Tecnologia em Marketing,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Santa Cruz,Licenciatura em Matemática,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Mossoró,Técnico em Informática,2013,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Caicó,Técnico em Têxtil,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Técnico em Edificações,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Currais Novos,Técnico em Informática,2011,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Licenciatura em Geografia,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Técnico em Eletrotécnica,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Ceará-Mirim,Técnico em Informática,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Zona Leste (EaD),Técnico em Segurança do Trabalho,2018,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,João Câmara,Técnico em Administração,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Natal - Central,Técnico em Petróleo e Gás,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Pau dos Ferros,Técnico em Alimentos,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Pau dos Ferros,Técnico em Alimentos,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Currais Novos,Técnico em Informática,2018,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Parnamirim,Especialização em Ensino de Ciências Naturais e Matemática,2019,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,São Gonçalo do Amarante,Tecnologia em Logística,2019,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Zona Norte,Técnico em Manutenção e Suporte em Informática,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Santa Cruz,Licenciatura em Matemática,2019,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Zona Leste (EaD),Técnico em Guia de Turismo,2018,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Mossoró,Técnico em Edificações,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Apodi,Técnico em Biocombustíveis,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Mossoró,Técnico em Eletrotécnica,2018,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Mossoró,Técnico em Eletrotécnica,2012,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Ipanguaçu,Técnico em Agroecologia,2012,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Técnico em Segurança do Trabalho,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Gestão Pública EaD,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Parelhas,Técnico em Mineração,2018,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Licenciatura em Espanhol,2016,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Zona Leste (EaD),"Aperfeiçoamento para Professores dos Municípios do Rio Grande do Norte: Língua Portuguesa, Matemática e Cidadania",2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Parnamirim,Licenciatura em Formação Pedagógica de Docentes para a Educação Profissional e Tecnológica,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Ipanguaçu,Licenciatura em Informática,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Natal - Central,Técnico em Mecânica,2013,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Cidade Alta,Tecnologia em Produção Cultural,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Zona Leste (EaD),Especialização em Gestão Pública EaD,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Parnamirim,Técnico em Redes de Computadores,2018,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Ensino da Língua Portuguesa e Matemática em uma Perspectiva Transdisciplinar,2011,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,João Câmara,Especialização em Educação Ambiental e Geografia do Semiárido,2011,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,João Câmara,Tecnologia em Energias Renováveis,2018,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Educação Ambiental e Geografia do Semiárido,2019,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Ipanguaçu,Técnico em Informática,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Tecnologia em Comércio Exterior,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,João Câmara,Técnico em Eletrotécnica,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Pau dos Ferros,Técnico em Informática,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Pau dos Ferros,Técnico em Informática,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,João Câmara,Técnico em Administração,2016,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Técnico em Mecânica,2016,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Santa Cruz,Técnico em Informática,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Caicó,Técnico em Informática,2019,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Ipanguaçu,Técnico em Informática,2018,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Zona Leste (EaD),Técnico em Segurança do Trabalho,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Caicó,Técnico em Eletrotécnica,2019,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Tecnologia em Construção de Edifícios,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Central,Técnico em Edificações,2018,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Mossoró,Técnico em Mecânica,2013,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Tecnologia em Gestão Ambiental,2019,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Zona Leste (EaD),Técnico em Guia de Turismo,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Natal - Central,Tecnologia em Redes de Computadores,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Tecnologia em Gestão Ambiental,2014,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Apodi,Técnico em Agricultura,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Tecnologia em Fabricação Mecânica,2012,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Mossoró,Técnico em Edificações,2019,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Caicó,Tecnologia em Design de Moda,2020,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Apodi,Técnico em Agricultura,2017,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Especialização em Gestão Ambiental,2011,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Cidade Alta,Técnico em Guia de Turismo,2012,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Parnamirim,Técnico em Mecatrônica,2015,PAE2021-2022_selected_data.xlsx,,PAE2021-2022
